index,timestamp,title,keywords,metrics,raw_text,element_tag,element_class,links
2,2026-02-21T12:34:30.349032,,['주술회전 3기 55화'],{},주술회전 3기 55화,li,u_ni_trend_item,['https://creator-advisor.naver.com/new-windows/trend-stats?endDate=2026-02-20&interval=day&query=%EC%A3%BC%EC%88%A0%ED%9A%8C%EC%A0%84%203%EA%B8%B0%2055%ED%99%94&service=naver_blog&startDate=2026-02-20']
11,2026-02-21T12:34:30.573341,,"['2', '메이플키우기 쿠폰']",{},"메이플키우기 쿠폰
2",li,u_ni_trend_item,['https://creator-advisor.naver.com/new-windows/trend-stats?endDate=2026-02-20&interval=day&query=%EB%A9%94%EC%9D%B4%ED%94%8C%ED%82%A4%EC%9A%B0%EA%B8%B0%20%EC%BF%A0%ED%8F%B0&service=naver_blog&startDate=2026-02-20']
12,2026-02-21T12:34:30.686366,,['넷플릭스 애니 추천'],{},넷플릭스 애니 추천,li,u_ni_trend_item,['https://creator-advisor.naver.com/new-windows/trend-stats?endDate=2026-02-20&interval=day&query=%EB%84%B7%ED%94%8C%EB%A6%AD%EC%8A%A4%20%EC%95%A0%EB%8B%88%20%EC%B6%94%EC%B2%9C&service=naver_blog&startDate=2026-02-20']
25,2026-02-21T12:34:30.851356,,['귀멸의 칼날 무한성'],{},귀멸의 칼날 무한성,a,u_ni_trend_link,[]
32,2026-02-21T12:34:30.972494,,[],{},스타벅스 리유저블컵,span,u_ni_trend_text,[]
33,2026-02-21T12:34:31.038043,,[],{},주술회전 3기 55화,span,u_ni_trend_text,[]
34,2026-02-21T12:34:31.101142,,"['4', '메이플키우기 환불']",{},"메이플키우기 환불
4",li,u_ni_trend_item,['https://creator-advisor.naver.com/new-windows/trend-stats?endDate=2026-02-20&interval=day&query=%EB%A9%94%EC%9D%B4%ED%94%8C%ED%82%A4%EC%9A%B0%EA%B8%B0%20%ED%99%98%EB%B6%88&service=naver_blog&startDate=2026-02-20']
43,2026-02-21T12:34:31.244485,,"['3', '바다거북스프 문제']",{},"바다거북스프 문제
3",li,u_ni_trend_item,['https://creator-advisor.naver.com/new-windows/trend-stats?endDate=2026-02-20&interval=day&query=%EB%B0%94%EB%8B%A4%EA%B1%B0%EB%B6%81%EC%8A%A4%ED%94%84%20%EB%AC%B8%EC%A0%9C&service=naver_blog&startDate=2026-02-20']
